Query,APIs,APIClasses
get Browser Type from user agent,java.lang.String.toLowerCase(); java.lang.String.indexOf(); ,java.lang.String; 
get Browser from user agent,java.lang.String.toLowerCase(); java.lang.String.indexOf(); java.lang.String.substring(); java.lang.String.length(); ,java.lang.String; 
get BufferedImage Color Int Matrix,java.awt.Image.getHeight(); java.awt.Image.getWidth(); ,java.awt.Image; 
get BufferedImage Split RGB,java.awt.Image.getWidth(); java.awt.Image.getHeight(); ,java.awt.Image; 
get BufferedReader from file URL,java.net.URL.openStream(); ,java.net.URL; 
get Byte Value From ResultSet,java.sql.SQLXML.getString(); java.sql.CallableStatement.getString(); java.sql.ResultSet.getString(); java.sql.CallableStatement.getByte(); java.sql.ResultSet.getByte(); ,java.sql.SQLXML; java.sql.CallableStatement; java.sql.ResultSet; 
get Byte array Of Host Address,java.util.Arrays.toString(); java.lang.String.split(); java.lang.Short.parseShort(); ,java.util.Arrays; java.lang.String; java.lang.Short; 
get Bytes From File,java.util.Arrays.toString(); java.io.File.length(); java.io.File.getName(); ,java.util.Arrays; java.io.File; 
get Calendar From System Time In Millis,java.util.Calendar.setTimeInMillis(); ,java.util.Calendar; 
get Cause of an Exception,java.lang.reflect.UndeclaredThrowableException.getCause(); java.lang.reflect.InvocationTargetException.getCause(); java.lang.ClassNotFoundException.getCause(); java.lang.Throwable.getCause(); java.lang.ExceptionInInitializerError.getCause(); ,java.lang.reflect.UndeclaredThrowableException; java.lang.reflect.InvocationTargetException; java.lang.ClassNotFoundException; java.lang.Throwable; java.lang.ExceptionInInitializerError; 
get Centered Dialog Bounds,javax.swing.SwingUtilities.convertPointToScreen(); java.lang.Math.max(); ,javax.swing.SwingUtilities; java.lang.Math; 
get Centering Start Point,java.awt.FontMetrics.stringWidth(); java.awt.Font.getLineMetrics(); ,java.awt.FontMetrics; java.awt.Font; 
get Centering Start X,java.awt.FontMetrics.stringWidth(); ,java.awt.FontMetrics; 
get Centering Start Y,java.awt.Font.getLineMetrics(); ,java.awt.Font; 
get Child from XML Node,org.w3c.dom.Node.getChildNodes(); java.lang.String.equals(); ,org.w3c.dom.Node; java.lang.String; 
get Children Elements By XML Tag,org.w3c.dom.Node.getChildNodes(); ,org.w3c.dom.Node; 
get Chinese String Length,java.lang.String.isEmpty(); java.lang.String.split(); java.lang.String.matches(); java.lang.String.equals(); java.lang.String.trim(); ,java.lang.String; java.lang.String; 
get Cider Base IP,java.lang.Math.pow(); ,java.lang.Math; 
get Class By String for Reflection,java.lang.Class.forName(); ,java.lang.Class; 
get Class Execute Path,java.lang.ClassLoader.getSystemResource(); ,java.lang.ClassLoader; 
get Class Mutator Method,java.lang.Class.getDeclaredMethod(); ,java.lang.Class; 
get Class Name from TypeElement,javax.lang.model.element.Element.getSimpleName(); java.lang.String.toString(); java.lang.String.equals(); ,javax.lang.model.element.Element; java.lang.String; 
get Classes Iterator from Package,java.lang.String.equals(); ,java.lang.String; 
get Classpath Resource Image,java.lang.ClassLoader.getResourceAsStream(); javax.imageio.ImageIO.read(); ,java.lang.ClassLoader; javax.imageio.ImageIO; 
get Client IP from HttpServletRequest,java.lang.String.length(); ,java.lang.String; 
get Cmd Progress Bar,java.lang.Math.round(); java.lang.String.format(); java.lang.String.toString(); ,java.lang.Math; java.lang.String; 
get Collinear Point With Length,java.awt.geom.Point2D.distance(); ,java.awt.geom.Point2D; 
get Color in Shape,java.awt.font.NumericShaper.shape(); ,java.awt.font.NumericShaper; 
get Colors from BufferedImage,java.awt.Image.getWidth(); java.awt.Image.getHeight(); ,java.awt.Image; 
get Column Names from JTable,javax.swing.table.TableModel.getColumnCount(); javax.swing.table.TableModel.getColumnName(); ,javax.swing.table.TableModel; 
get Component Top level Ancestor,java.awt.MenuComponent.getParent(); java.awt.PopupMenu.getParent(); java.awt.Component.getParent(); java.awt.image.Raster.getParent(); ,java.awt.MenuComponent; java.awt.PopupMenu; java.awt.Component; java.awt.image.Raster; 
get Component Type via reflection,java.lang.Object.getClass(); java.lang.Class.isAssignableFrom(); ,java.lang.Object; java.lang.Class; 
get Computer Name from Host,java.net.InetAddress.getLocalHost(); java.net.InetAddress.getAllByName(); ,java.net.InetAddress; 
get Connection from Context,javax.naming.Context.lookup(); ,javax.naming.Context; 
get Connection from DB2 Database,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection from MySQL on Amazon Cloud Web Service,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); java.sql.Connection.setAutoCommit(); ,java.lang.Class; java.sql.DriverManager; java.sql.Connection; 
get Connection from hsql database,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection jdbc:odbc Bridge,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection to Oracle Database,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection to Sql Server,java.sql.DriverManager.getConnection(); java.sql.Connection.setAutoCommit(); ,java.sql.DriverManager; java.sql.Connection; 
get Connection to h2 database,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection to postgresql,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Connection to sqlserver Database,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Content Type from return File Name,java.lang.String.lastIndexOf(); java.lang.String.toLowerCase(); java.lang.String.substring(); java.lang.String.equals(); ,java.lang.String; 
get Contents from XML Node,org.w3c.dom.Node.getChildNodes(); java.lang.String.trim(); ,org.w3c.dom.Node; java.lang.String; 
get Cookie value from HttpServletRequest,java.net.CookieStore.getCookies(); java.lang.String.equals(); ,java.net.CookieStore; java.lang.String; 
get Cpu Processor Count,java.lang.Runtime.getRuntime(); java.lang.Runtime.availableProcessors(); ,java.lang.Runtime; java.lang.Runtime; 
get Currency value from String,java.lang.Double.parseDouble(); java.lang.String.replaceAll(); ,java.lang.Double; java.lang.String; 
get Current Class Name,java.lang.management.ThreadInfo.getStackTrace(); java.lang.Throwable.getStackTrace(); java.lang.Thread.getStackTrace(); java.lang.StackTraceElement.getClassName(); java.lang.management.LockInfo.getClassName(); ,java.lang.management.ThreadInfo; java.lang.Throwable; java.lang.Thread; java.lang.StackTraceElement; java.lang.management.LockInfo; 
get Current Decorations For Swing Action,javax.swing.Action.getValue(); ,javax.swing.Action; 
get Current Line Number,java.lang.management.ThreadInfo.getStackTrace(); java.lang.Throwable.getStackTrace(); java.lang.Thread.getStackTrace(); java.lang.StackTraceElement.getLineNumber(); ,java.lang.management.ThreadInfo; java.lang.Throwable; java.lang.Thread; java.lang.StackTraceElement; 
get Current Method Name,java.lang.management.ThreadInfo.getStackTrace(); java.lang.Throwable.getStackTrace(); java.lang.Thread.getStackTrace(); java.lang.StackTraceElement.getMethodName(); ,java.lang.management.ThreadInfo; java.lang.Throwable; java.lang.Thread; java.lang.StackTraceElement; 
get Current Time In Milliseconds,java.util.Calendar.getInstance(); java.util.Calendar.getTimeInMillis(); ,java.util.Calendar; 
get Current Time No Dash,java.util.Formatter.format(); java.util.Calendar.getInstance(); java.util.Calendar.getTime(); java.util.zip.ZipEntry.getTime(); java.util.Date.getTime(); ,java.util.Formatter; java.util.Calendar; java.util.zip.ZipEntry; java.util.Date; 
get Current Time Timestamp,java.util.Calendar.getInstance(); java.sql.Timestamp.getTime(); java.sql.CallableStatement.getTime(); java.sql.ResultSet.getTime(); ,java.util.Calendar; java.sql.Timestamp; java.sql.CallableStatement; java.sql.ResultSet; 
get Current Working Path,java.lang.System.getProperty(); ,java.lang.System; 
get Current Year Begin,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Current Year End,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Current runnable code Line Number,java.lang.Thread.currentThread(); java.lang.management.ThreadInfo.getStackTrace(); java.lang.Throwable.getStackTrace(); java.lang.Thread.getStackTrace(); ,java.lang.Thread; java.lang.management.ThreadInfo; java.lang.Throwable; 
get DOM Attr by attribute name,org.w3c.dom.Node.getAttributes(); org.w3c.dom.NamedNodeMap.getNamedItem(); ,org.w3c.dom.Node; org.w3c.dom.NamedNodeMap; 
get DOM Root from XML File,javax.xml.parsers.DocumentBuilderFactory.newInstance(); javax.xml.parsers.DocumentBuilderFactory.newDocumentBuilder(); ,javax.xml.parsers.DocumentBuilderFactory; javax.xml.parsers.DocumentBuilderFactory; 
get Database Connection from Context,javax.naming.Context.lookup(); javax.sql.DataSource.getConnection(); ,javax.naming.Context; javax.sql.DataSource; 
get Date Before Yesterday,java.util.Calendar.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.add(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Date From JavaFX Date Picket,java.time.Instant.from(); java.time.LocalDate.atStartOfDay(); java.time.ZoneId.systemDefault(); java.util.Date.from(); ,java.time.Instant; java.time.LocalDate; java.time.ZoneId; java.util.Date; 
get Date From String in format dd/MM/yyyy,java.time.LocalDate.parse(); ,java.time.LocalDate; 
get Date From Year And Month String,java.lang.Integer.parseInt(); java.time.LocalDate.of(); ,java.lang.Integer; java.time.LocalDate; 
get Date Time Hour Pattern,java.util.Locale.toString(); java.lang.String.equalsIgnoreCase(); java.util.Calendar.Builder.setLocale(); java.util.Locale.Builder.setLocale(); ,java.util.Locale; java.lang.String; java.util.Calendar.Builder; java.util.Locale.Builder; 
get Date Time Hour Pattern With Am Pm,java.util.Locale.toString(); java.lang.String.equalsIgnoreCase(); java.util.Calendar.Builder.setLocale(); java.util.Locale.Builder.setLocale(); ,java.util.Locale; java.lang.String; java.util.Calendar.Builder; java.util.Locale.Builder; 
get Day Count Of Month,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getActualMaximum(); java.util.Calendar.setTime(); ,java.util.Calendar; 
get Day from java.sql.Date,java.sql.Date.toLocalDate(); java.time.LocalDate.getDayOfMonth(); ,java.sql.Date; java.time.LocalDate; 
get Days In Month,java.util.Calendar.getInstance(); java.util.Calendar.get(); ,java.util.Calendar; 
get Days Of Week Count,java.util.Calendar.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.get(); java.util.Calendar.set(); ,java.util.Calendar; 
get Decimal Amount via BigDecimal,java.math.BigDecimal.setScale(); ,java.math.BigDecimal; 
get Declared Fields from generic type,java.lang.Object.getClass(); ,java.lang.Object; 
get Declared Methods from generic method,java.lang.Object.getClass(); ,java.lang.Object; 
get Default Mutable Tree Node Children for JTree,java.util.Enumeration.hasMoreElements(); java.util.Enumeration.nextElement(); ,java.util.Enumeration; 
get Default System Charset,java.nio.charset.Charset.forName(); java.lang.System.getProperty(); ,java.nio.charset.Charset; java.lang.System; 
get Deserialized Lambda Object using reflection,java.lang.Class.getDeclaredMethod(); java.lang.reflect.AccessibleObject.setAccessible(); java.util.Optional.of(); ,java.lang.Class; java.lang.reflect.AccessibleObject; java.util.Optional; 
get Device Or Null,javax.sound.midi.MidiSystem.getMidiDevice(); ,javax.sound.midi.MidiSystem; 
get Differential Int Matrix,java.lang.Math.floor(); java.lang.Math.sqrt(); ,java.lang.Math; 
get Distance In Km,java.lang.Math.toRadians(); java.lang.Math.acos(); java.lang.Math.sin(); java.lang.Math.cos(); java.lang.Math.abs(); ,java.lang.Math; 
get Distance In Radians,java.lang.Math.toRadians(); java.lang.Math.acos(); java.lang.Math.sin(); java.lang.Math.cos(); java.lang.Math.abs(); ,java.lang.Math; 
get Document Root Element,org.w3c.dom.Document.getDocumentElement(); ,org.w3c.dom.Document; 
get Domain From Url,java.lang.String.split(); java.lang.String.length(); ,java.lang.String; 
get Double From JavaFX Text Field,java.lang.Double.parseDouble(); ,java.lang.Double; 
get Earth Radius For Latitude,java.lang.Math.sqrt(); java.lang.Math.pow(); java.lang.Math.sin(); java.lang.Math.cos(); ,java.lang.Math; 
get Empty Calendar Greenwich,java.util.Calendar.getInstance(); java.util.TimeZone.getTimeZone(); java.util.Calendar.clear(); ,java.util.Calendar; java.util.TimeZone; 
get Entity Name from Annotation,java.lang.annotation.Annotation.equals(); ,java.lang.annotation.Annotation; 
get Factors for an integer,java.lang.Math.sqrt(); ,java.lang.Math; 
get Field By Field Name,java.lang.Object.getClass(); java.lang.Class.getDeclaredField(); ,java.lang.Object; java.lang.Class; 
get Field Value via reflection,java.lang.Object.getClass(); java.lang.Class.getDeclaredField(); java.lang.reflect.AccessibleObject.setAccessible(); java.lang.reflect.Field.get(); ,java.lang.Object; java.lang.Class; java.lang.reflect.AccessibleObject; java.lang.reflect.Field; 
get Fields With Annotation,java.lang.Class.getDeclaredFields(); ,java.lang.Class; 
get Fields from a class,java.lang.String.equals(); java.util.Arrays.asList(); java.lang.Class.getDeclaredFields(); ,java.lang.String; java.util.Arrays; java.lang.Class; 
get Fields from class By annotation,java.lang.Class.getDeclaredFields(); ,java.lang.Class; 
get File Attributes via NIO,java.io.File.toPath(); java.nio.file.Path.getFileSystem(); java.nio.file.FileSystem.supportedFileAttributeViews(); java.lang.String.contains(); java.nio.file.Files.readAttributes(); ,java.io.File; java.nio.file.Path; java.nio.file.FileSystem; java.lang.String; java.nio.file.Files; 
get File Extension Name from File,java.io.File.toString(); java.util.regex.Pattern.quote(); ,java.io.File; java.util.regex.Pattern; 
get File Last Modified Time,java.nio.file.Files.readAttributes(); java.io.File.toPath(); java.nio.file.attribute.BasicFileAttributes.lastModifiedTime(); ,java.nio.file.Files; java.io.File; java.nio.file.attribute.BasicFileAttributes; 
get File Manager for Java Compiler,javax.tools.ToolProvider.getSystemJavaCompiler(); javax.tools.JavaCompiler.getStandardFileManager(); javax.tools.DocumentationTool.getStandardFileManager(); ,javax.tools.ToolProvider; javax.tools.JavaCompiler; javax.tools.DocumentationTool; 
get File Ownership Info,java.nio.file.Files.getFileAttributeView(); java.io.File.toPath(); ,java.nio.file.Files; java.io.File; 
get File from resource,java.net.URL.toURI(); java.net.URL.getPath(); ,java.net.URL; 
get Files In Directory,java.io.File.listFiles(); ,java.io.File; 
get Finish Current Month,java.util.Calendar.getInstance(); java.util.Calendar.get(); java.util.Calendar.set(); java.util.Calendar.getActualMaximum(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Finish Current Year,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get First Child Element namespace,java.lang.String.equals(); ,java.lang.String; 
get First Day Next Month From Number,java.util.Calendar.getInstance(); java.util.Calendar.set(); ,java.util.Calendar; 
get First Day Of Month,java.util.Calendar.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get First Day Of Year,java.util.Formatter.format(); java.util.logging.SimpleFormatter.format(); java.util.logging.XMLFormatter.format(); java.util.logging.Formatter.format(); ,java.util.Formatter; java.util.logging.SimpleFormatter; java.util.logging.XMLFormatter; java.util.logging.Formatter; 
get First Element from Iterable,java.lang.Iterable.iterator(); java.util.Iterator.hasNext(); java.util.Iterator.next(); ,java.lang.Iterable; java.util.Iterator; 
get First Hour Day,java.util.Calendar.getInstance(); java.util.Currency.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.set(); ,java.util.Calendar; java.util.Currency; 
get First Hour Today,java.util.Calendar.getInstance(); java.util.Currency.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.set(); ,java.util.Calendar; java.util.Currency; 
get First Name And Last Name Array From Full Name,java.lang.String.split(); ,java.lang.String; 
get First Number by Regex,java.lang.Integer.parseInt(); java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.util.regex.Matcher.find(); java.util.regex.Matcher.group(); ,java.lang.Integer; java.util.regex.Pattern; java.util.regex.Pattern; java.util.regex.Matcher; 
get First Visible Row from JTree,javax.swing.JComponent.getVisibleRect(); javax.swing.JTree.getRowBounds(); ,javax.swing.JComponent; javax.swing.JTree; 
get First XML Element By Tag Name,org.w3c.dom.Document.getElementsByTagName(); org.w3c.dom.NodeList.item(); ,org.w3c.dom.Document; org.w3c.dom.NodeList; 
get First XML Node By Name,java.lang.String.equals(); ,java.lang.String; 
get Float from XML Element attribute,java.lang.Float.parseFloat(); org.w3c.dom.Element.getAttribute(); ,java.lang.Float; org.w3c.dom.Element; 
get Formatted Amount in K or M,java.lang.String.valueOf(); ,java.lang.String; 
get Full GC via MBeanServer,java.lang.management.ManagementFactory.getPlatformMBeanServer(); javax.management.MBeanServer.isRegistered(); javax.management.MBeanServer.getAttribute(); ,java.lang.management.ManagementFactory; javax.management.MBeanServer; 
get Gaussian Blur Filter,java.lang.Math.sqrt(); java.lang.Math.exp(); ,java.lang.Math; 
get GeneralPath Average Direction,java.awt.geom.Path2D.getCurrentPoint(); ,java.awt.geom.Path2D; 
get GeneralPath Nearest Line,java.awt.geom.Line2D.ptSegDist(); ,java.awt.geom.Line2D; 
get Generic Future With Delay,java.lang.System.currentTimeMillis(); java.lang.Thread.sleep(); ,java.lang.System; java.lang.Thread; 
get Generic concurrent Future,java.lang.System.currentTimeMillis(); java.lang.Thread.sleep(); ,java.lang.System; java.lang.Thread; 
get Getter Method from field name,java.lang.String.substring(); java.lang.String.toUpperCase(); java.lang.String.length(); ,java.lang.String; 
get Gradle Home Lib Classpath,java.util.Arrays.toString(); java.lang.System.getProperty(); java.io.File.listFiles(); ,java.util.Arrays; java.lang.System; java.io.File; 
get Graphics Device Configuration Bounds For,java.awt.GraphicsDevice.getDefaultConfiguration(); java.awt.GraphicsConfiguration.getBounds(); java.lang.String.contains(); java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(); java.awt.GraphicsEnvironment.getScreenDevices(); ,java.awt.GraphicsDevice; java.awt.GraphicsConfiguration; java.lang.String; java.awt.GraphicsEnvironment; 
get Guid From Byte Array,java.nio.ByteBuffer.wrap(); java.lang.reflect.Array.getLong(); java.lang.reflect.Field.getLong(); java.lang.Long.getLong(); ,java.nio.ByteBuffer; java.lang.reflect.Array; java.lang.reflect.Field; java.lang.Long; 
get HH:mm Format Time,java.util.Locale.getDefault(); java.text.Format.format(); ,java.util.Locale; java.text.Format; 
get Hex For Color,java.lang.Integer.toHexString(); java.lang.String.substring(); ,java.lang.Integer; java.lang.String; 
get Host Address Of Byte array,java.lang.Integer.toString(); java.lang.String.substring(); ,java.lang.Integer; java.lang.String; 
get Hour from java.sql.Time,java.sql.Time.toLocalTime(); java.time.LocalTime.getHour(); ,java.sql.Time; java.time.LocalTime; 
get Http URL Connection,java.net.URL.openConnection(); ,java.net.URL; 
get Https URL Connection,java.net.URL.openConnection(); ,java.net.URL; 
get IP Address using InetAddress,java.net.InetAddress.getLocalHost(); java.net.InetAddress.getAllByName(); ,java.net.InetAddress; 
get IP Subnet Mask,java.lang.String.toString(); java.lang.Math.pow(); ,java.lang.String; java.lang.Math; 
get IP Subnet Mask Numeric,java.lang.Math.pow(); ,java.lang.Math; 
get IP from SocketAddress,java.lang.String.toString(); java.lang.String.substring(); java.lang.String.indexOf(); ,java.lang.String; 
get ISO646 Bytes from String,java.util.Arrays.toString(); java.lang.String.getBytes(); ,java.util.Arrays; java.lang.String; 
get Image As Bytes,javax.imageio.ImageIO.write(); ,javax.imageio.ImageIO; 
get Image From Data,java.awt.Image.getWidth(); java.awt.Image.getHeight(); java.awt.image.BufferedImage.setRGB(); ,java.awt.Image; java.awt.image.BufferedImage; 
get Image Icon from File,javax.imageio.ImageIO.read(); ,javax.imageio.ImageIO; 
get Image from byte array,java.awt.Toolkit.getDefaultToolkit(); ,java.awt.Toolkit; 
get Index Of Excel Column,java.lang.String.toUpperCase(); java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
get Inet Socket Address,java.lang.String.split(); java.lang.Integer.parseInt(); ,java.lang.String; java.lang.Integer; 
get Inner Outer Classes,java.lang.Class.getDeclaredClasses(); ,java.lang.Class; 
get Input from Swing JOptionPane,javax.swing.JOptionPane.showInputDialog(); ,javax.swing.JOptionPane; 
get Instance By Type from BeanManager,java.lang.Class.cast(); ,java.lang.Class; 
get Int Element from StartElement in StAX parser,javax.xml.stream.events.StartElement.getAttributeByName(); java.lang.Integer.parseInt(); ,javax.xml.stream.events.StartElement; java.lang.Integer; 
get Int From JavaFX Text Field,java.lang.Integer.parseInt(); ,java.lang.Integer; 
get Int from String,java.lang.Integer.parseInt(); ,java.lang.Integer; 
get Int from XML Element attribute,java.lang.Integer.parseInt(); org.w3c.dom.Element.getAttribute(); ,java.lang.Integer; org.w3c.dom.Element; 
get Interfaces Include Super Class,javax.lang.model.util.Types.contains(); ,javax.lang.model.util.Types; 
get Ip Address from Inet4Address,java.net.InetAddress.getLocalHost(); ,java.net.InetAddress; 
get Ip Byte Array From String,java.util.Arrays.toString(); java.lang.Integer.parseInt(); java.lang.Throwable.getMessage(); ,java.util.Arrays; java.lang.Integer; java.lang.Throwable; 
get JComponent Maximum Height,java.awt.Component.getMaximumSize(); ,java.awt.Component; 
get JComponent Maximum Width,java.awt.Component.getMaximumSize(); ,java.awt.Component; 
get JComponent Minimum Width,java.awt.Component.getMinimumSize(); ,java.awt.Component; 
get JComponent Preferred Height,java.awt.Component.getPreferredSize(); ,java.awt.Component; 
get JComponent Preferred Width,java.awt.Component.getPreferredSize(); ,java.awt.Component; 
get JTable Column Index From Name,javax.swing.table.TableModel.getColumnCount(); javax.swing.table.TableModel.getColumnName(); java.lang.String.equals(); ,javax.swing.table.TableModel; java.lang.String; 
get JTable Column Widths,javax.swing.JTable.getTableHeader(); ,javax.swing.JTable; 
get JTable First Visible Row,javax.swing.JComponent.getVisibleRect(); javax.swing.JTable.rowAtPoint(); ,javax.swing.JComponent; javax.swing.JTable; 
get JTable Last Visible Row,javax.swing.JComponent.getVisibleRect(); javax.swing.JTable.rowAtPoint(); ,javax.swing.JComponent; javax.swing.JTable; 
get JTable Reverse Selected Rows,java.lang.String.compareTo(); javax.swing.JTable.getSelectedRows(); ,java.lang.String; javax.swing.JTable; 
get JTree Node Children,java.util.Enumeration.hasMoreElements(); java.util.Enumeration.nextElement(); ,java.util.Enumeration; 
get JVM Executable File,java.lang.System.getProperty(); ,java.lang.System; 
get Java 3D Pitch,java.lang.Math.atan2(); ,java.lang.Math; 
get Java 3D Roll,java.lang.Math.atan2(); ,java.lang.Math; 
get Java 3D Yaw,java.lang.Math.asin(); ,java.lang.Math; 
get Java Bean Descriptor,java.lang.Object.getClass(); ,java.lang.Object; 
get Java Bean Info,java.beans.Introspector.getBeanInfo(); java.lang.Object.getClass(); ,java.beans.Introspector; java.lang.Object; 
get Java Bean Property Descriptor,java.lang.String.equals(); java.beans.Introspector.getBeanInfo(); java.beans.BeanInfo.getPropertyDescriptors(); ,java.lang.String; java.beans.Introspector; java.beans.BeanInfo; 
get Java Bean Property Descriptors,java.util.Arrays.toString(); java.beans.Introspector.getBeanInfo(); ,java.util.Arrays; java.beans.Introspector; 
get Java Bean Property Type,java.beans.Introspector.getBeanInfo(); java.beans.BeanInfo.getPropertyDescriptors(); java.lang.String.equalsIgnoreCase(); java.beans.PropertyDescriptor.getPropertyType(); ,java.beans.Introspector; java.beans.BeanInfo; java.lang.String; java.beans.PropertyDescriptor; 
get Java Bean Read Method,java.beans.Introspector.getBeanInfo(); java.beans.BeanInfo.getPropertyDescriptors(); java.lang.String.equalsIgnoreCase(); java.beans.PropertyDescriptor.getReadMethod(); ,java.beans.Introspector; java.beans.BeanInfo; java.lang.String; java.beans.PropertyDescriptor; 
get Java Bean Write Method,java.beans.Introspector.getBeanInfo(); java.beans.BeanInfo.getPropertyDescriptors(); java.lang.String.equalsIgnoreCase(); java.beans.PropertyDescriptor.getWriteMethod(); ,java.beans.Introspector; java.beans.BeanInfo; java.lang.String; java.beans.PropertyDescriptor; 
get JavaFX Button Graphic,java.util.logging.Logger.warning(); ,java.util.logging.Logger; 
get JavaFX Combo Box Integer Value,java.lang.Integer.valueOf(); ,java.lang.Integer; 
get JavaFX Component Value,java.lang.String.toString(); ,java.lang.String; 
get JavaFX Dockable Tab,java.lang.Object.getClass(); ,java.lang.Object; 
get JavaFX Image Full Url,java.io.File.exists(); java.util.logging.Logger.getLogger(); ,java.io.File; java.util.logging.Logger; 
get JavaFX Rotate Transition,java.time.Clock.millis(); ,java.time.Clock; 
get JavaFX Screen Dimensions,java.awt.font.GlyphVector.getVisualBounds(); ,java.awt.font.GlyphVector; 
get JavaFX Translate Transition,java.time.Clock.millis(); ,java.time.Clock; 
get Jdbc Odbc Access Connection,java.lang.Class.forName(); java.sql.DriverManager.getConnection(); ,java.lang.Class; java.sql.DriverManager; 
get Key Mask from MouseEvent,java.awt.event.InputEvent.isAltDown(); java.awt.event.InputEvent.isAltGraphDown(); java.awt.event.InputEvent.isControlDown(); java.awt.event.InputEvent.isShiftDown(); ,java.awt.event.InputEvent; java.awt.event.InputEvent; java.awt.event.InputEvent; java.awt.event.InputEvent; 
get KeyStore from file and password,java.security.KeyStore.getInstance(); java.lang.String.toCharArray(); ,java.security.KeyStore; java.lang.String; 
get Known Word Rate,java.util.Arrays.asList(); java.lang.String.contains(); ,java.util.Arrays; java.lang.String; 
get LDAP Attribute Value From Byte Array,java.util.jar.Attributes.get(); javax.naming.directory.Attribute.get(); ,java.util.jar.Attributes; javax.naming.directory.Attribute; 
get Last Day Of Month,java.util.Calendar.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.add(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Last Day Of Week,java.util.Calendar.getInstance(); java.util.Calendar.getFirstDayOfWeek(); java.util.spi.CalendarDataProvider.getFirstDayOfWeek(); ,java.util.Calendar; java.util.spi.CalendarDataProvider; 
get Last Day Of Year,java.util.Formatter.format(); java.util.logging.SimpleFormatter.format(); java.util.logging.XMLFormatter.format(); java.util.logging.Formatter.format(); ,java.util.Formatter; java.util.logging.SimpleFormatter; java.util.logging.XMLFormatter; java.util.logging.Formatter; 
get Last Day To Month From Number,java.util.Calendar.getInstance(); java.util.Calendar.set(); ,java.util.Calendar; 
get Last Element from List,java.util.Arrays.asList(); java.util.List.size(); java.util.List.get(); ,java.util.Arrays; java.util.List; 
get Last Hour Day,java.util.Calendar.getInstance(); java.util.Currency.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.set(); ,java.util.Calendar; java.util.Currency; 
get Last Hour Today,java.util.Calendar.getInstance(); java.util.Currency.getInstance(); java.util.Calendar.setTime(); java.util.Calendar.set(); ,java.util.Calendar; java.util.Currency; 
get Last Int inside a string using regular expression,java.util.regex.Pattern.matcher(); java.util.regex.Matcher.matches(); java.lang.Integer.parseInt(); java.util.regex.Matcher.group(); ,java.util.regex.Pattern; java.util.regex.Matcher; java.lang.Integer; 
get Last Year Begin,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Last Year End,java.util.Calendar.getInstance(); java.util.Calendar.set(); java.util.Calendar.getTime(); ,java.util.Calendar; 
get Limited Size Image,java.awt.Image.getWidth(); java.awt.Image.getHeight(); java.awt.Image.getScaledInstance(); ,java.awt.Image; 
get Line Beginning With from a File,java.lang.String.startsWith(); java.io.Reader.close(); java.lang.String.format(); java.io.File.toString(); ,java.lang.String; java.io.Reader; java.io.File; 
get List Of Class Level Annotation From Class,java.util.Collections.addAll(); ,java.util.Collections; 
get List Of Numeric IP Address,java.lang.Math.pow(); java.lang.String.split(); java.lang.Integer.parseInt(); ,java.lang.Math; java.lang.String; java.lang.Integer; 
